time	V(n001)	V(n006)	V(n011)
1.519036711687228e-003	5.000000e+000	4.816442e-001	2.344453e-001
1.520000000000000e-003	5.000000e+000	0.000000e+000	4.238373e-001
1.520059488010151e-003	5.000000e+000	0.000000e+000	4.385194e-001
1.520178464030453e-003	5.000000e+000	0.000000e+000	4.678819e-001
1.520416416071056e-003	5.000000e+000	0.000000e+000	5.265984e-001
1.520892320152264e-003	5.000000e+000	0.000000e+000	6.439964e-001
1.521844128314678e-003	5.000000e+000	0.000000e+000	8.786522e-001
1.523747744639507e-003	5.000000e+000	0.000000e+000	1.347498e+000
1.526333969904834e-003	5.000000e+000	0.000000e+000	1.980719e+000
1.529125039511666e-003	5.000000e+000	0.000000e+000	2.640958e+000
1.531851333308112e-003	5.000000e+000	0.000000e+000	3.223494e+000
1.534438858330955e-003	5.000000e+000	0.000000e+000	3.682690e+000
1.536946901411423e-003	5.000000e+000	0.000000e+000	4.027195e+000
1.539840337239039e-003	5.000000e+000	0.000000e+000	4.314447e+000
1.543917966527651e-003	5.000000e+000	0.000000e+000	4.587895e+000
1.548025884081021e-003	5.000000e+000	0.000000e+000	4.765759e+000
1.550844883702636e-003	5.000000e+000	0.000000e+000	4.842169e+000
1.553701668435459e-003	5.000000e+000	0.000000e+000	4.891864e+000
1.556833954822906e-003	5.000000e+000	0.000000e+000	4.928608e+000
1.560025984966298e-003	5.000000e+000	0.000000e+000	4.953262e+000
1.563651970940736e-003	5.000000e+000	0.000000e+000	4.971008e+000
1.567632764039329e-003	5.000000e+000	0.000000e+000	4.982774e+000
1.572587058339300e-003	5.000000e+000	0.000000e+000	4.990901e+000
1.578594745126127e-003	5.000000e+000	0.000000e+000	4.995778e+000
1.586702868614872e-003	5.000000e+000	0.000000e+000	4.998496e+000
1.596702868614872e-003	5.000000e+000	0.000000e+000	4.999630e+000
1.606702868614872e-003	5.000000e+000	0.000000e+000	4.999926e+000
1.616702868614872e-003	5.000000e+000	0.000000e+000	4.999985e+000
1.626702868614872e-003	5.000000e+000	0.000000e+000	4.999997e+000
1.636702868614872e-003	5.000000e+000	0.000000e+000	4.999999e+000
1.646702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.656702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.666702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.676702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.686702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.696702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.706702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.716702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.726702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.736702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.746702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.756702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.766702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.776702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.786702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.796702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.806702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.816702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.826702868614872e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.836702868614873e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.846702868614873e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.856702868614873e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.866702868614873e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.876702868614873e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.886702868614873e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.896702868614873e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.906702868614873e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.916702868614873e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.926702868614873e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.936702868614873e-003	5.000000e+000	0.000000e+000	5.000000e+000
1.946702868614873e-003	5.000000e+000	0.000000e+000	5.000000e+000
