0,	0,
0.2,	1.666,
0.4,	3.334,
0.6,	5,
0.8,	6.656,
1.0,	8.314,
1.2,	9.949,
1.4,	11.58,
1.6,	13.22,
1.8,	14.78,
2.0,	16.38,
2.2,	18.0,
2.4,	19.56,
2.6,	21.13,
2.8,	22.64,
3.0,	24.13,
3.5,	27.41,
4.0,	29.63,
5.0,	30.67,
