0,	0,
0.1,	0,
0.2,	0,
1.9,	0.241,
2.0,	0.67,
2.1,	1.518,
2.2,	3.054,
2.3,	5.162,
2.4,	7.765,
2.5,	10.96,
2.6,	14.28,
2.7,	17.83,
2.8,	21.37,
2.9,	23.34,
3.0,	24.1,
3.1,	24.5,
3.2,	24.72,
