v8	V(n002)	V(n006)	V(n011)
1.150000000000001e+000	5.000000e+000	1.150000e+000	5.000000e+000
1.160000000000001e+000	5.000000e+000	1.160000e+000	5.000000e+000
1.170000000000001e+000	5.000000e+000	1.170000e+000	5.000000e+000
1.180000000000001e+000	5.000000e+000	1.180000e+000	5.000000e+000
1.190000000000001e+000	5.000000e+000	1.190000e+000	5.000000e+000
1.200000000000001e+000	5.000000e+000	1.200000e+000	5.000000e+000
1.210000000000001e+000	5.000000e+000	1.210000e+000	5.000000e+000
1.220000000000001e+000	5.000000e+000	1.220000e+000	5.000000e+000
1.230000000000001e+000	5.000000e+000	1.230000e+000	5.000000e+000
1.240000000000001e+000	5.000000e+000	1.240000e+000	5.000000e+000
1.250000000000001e+000	5.000000e+000	1.250000e+000	5.000000e+000
1.260000000000001e+000	5.000000e+000	1.260000e+000	5.000000e+000
1.270000000000001e+000	5.000000e+000	1.270000e+000	5.000000e+000
1.280000000000001e+000	5.000000e+000	1.280000e+000	5.000000e+000
1.290000000000001e+000	5.000000e+000	1.290000e+000	5.000000e+000
1.300000000000001e+000	5.000000e+000	1.300000e+000	5.000000e+000
1.310000000000001e+000	5.000000e+000	1.310000e+000	5.000000e+000
1.320000000000001e+000	5.000000e+000	1.320000e+000	5.000000e+000
1.330000000000001e+000	5.000000e+000	1.330000e+000	5.000000e+000
1.340000000000001e+000	5.000000e+000	1.340000e+000	5.000000e+000
1.350000000000001e+000	5.000000e+000	1.350000e+000	5.000000e+000
1.360000000000001e+000	5.000000e+000	1.360000e+000	5.000000e+000
1.370000000000001e+000	5.000000e+000	1.370000e+000	5.000000e+000
1.380000000000001e+000	5.000000e+000	1.380000e+000	5.000000e+000
1.390000000000001e+000	5.000000e+000	1.390000e+000	5.000000e+000
1.400000000000001e+000	5.000000e+000	1.400000e+000	5.000000e+000
1.410000000000001e+000	5.000000e+000	1.410000e+000	5.000000e+000
1.420000000000001e+000	5.000000e+000	1.420000e+000	5.000000e+000
1.430000000000001e+000	5.000000e+000	1.430000e+000	5.000000e+000
1.440000000000001e+000	5.000000e+000	1.440000e+000	5.000000e+000
1.450000000000001e+000	5.000000e+000	1.450000e+000	5.000000e+000
1.460000000000001e+000	5.000000e+000	1.460000e+000	5.000000e+000
1.470000000000001e+000	5.000000e+000	1.470000e+000	5.000000e+000
1.480000000000001e+000	5.000000e+000	1.480000e+000	5.000000e+000
1.490000000000001e+000	5.000000e+000	1.490000e+000	5.000000e+000
1.500000000000001e+000	5.000000e+000	1.500000e+000	5.000000e+000
1.510000000000001e+000	5.000000e+000	1.510000e+000	5.000000e+000
1.520000000000001e+000	5.000000e+000	1.520000e+000	5.000000e+000
1.530000000000001e+000	5.000000e+000	1.530000e+000	5.000000e+000
1.540000000000001e+000	5.000000e+000	1.540000e+000	5.000000e+000
1.550000000000001e+000	5.000000e+000	1.550000e+000	5.000000e+000
1.560000000000001e+000	5.000000e+000	1.560000e+000	5.000000e+000
1.570000000000001e+000	5.000000e+000	1.570000e+000	5.000000e+000
1.580000000000001e+000	5.000000e+000	1.580000e+000	5.000000e+000
1.590000000000001e+000	5.000000e+000	1.590000e+000	5.000000e+000
1.600000000000001e+000	5.000000e+000	1.600000e+000	5.000000e+000
1.610000000000001e+000	5.000000e+000	1.610000e+000	5.000000e+000
1.620000000000001e+000	5.000000e+000	1.620000e+000	5.000000e+000
1.630000000000001e+000	5.000000e+000	1.630000e+000	5.000000e+000
1.640000000000001e+000	5.000000e+000	1.640000e+000	5.000000e+000
1.650000000000001e+000	5.000000e+000	1.650000e+000	5.000000e+000
1.660000000000001e+000	5.000000e+000	1.660000e+000	5.000000e+000
1.670000000000001e+000	5.000000e+000	1.670000e+000	5.000000e+000
1.680000000000001e+000	5.000000e+000	1.680000e+000	5.000000e+000
1.690000000000001e+000	5.000000e+000	1.690000e+000	5.000000e+000
1.700000000000001e+000	5.000000e+000	1.700000e+000	5.000000e+000
1.710000000000001e+000	5.000000e+000	1.710000e+000	5.000000e+000
1.720000000000001e+000	5.000000e+000	1.720000e+000	5.000000e+000
1.730000000000001e+000	5.000000e+000	1.730000e+000	5.000000e+000
1.740000000000001e+000	5.000000e+000	1.740000e+000	5.000000e+000
1.750000000000001e+000	5.000000e+000	1.750000e+000	5.000000e+000
1.760000000000001e+000	5.000000e+000	1.760000e+000	5.000000e+000
1.770000000000001e+000	5.000000e+000	1.770000e+000	5.000000e+000
1.780000000000001e+000	5.000000e+000	1.780000e+000	5.000000e+000
1.790000000000001e+000	5.000000e+000	1.790000e+000	5.000000e+000
1.800000000000001e+000	5.000000e+000	1.800000e+000	5.000000e+000
1.810000000000001e+000	5.000000e+000	1.810000e+000	5.000000e+000
1.820000000000001e+000	5.000000e+000	1.820000e+000	5.000000e+000
1.830000000000001e+000	5.000000e+000	1.830000e+000	4.999920e+000
1.840000000000001e+000	5.000000e+000	1.840000e+000	4.999418e+000
1.850000000000001e+000	5.000000e+000	1.850000e+000	4.998428e+000
1.860000000000001e+000	5.000000e+000	1.860000e+000	4.996911e+000
1.870000000000001e+000	5.000000e+000	1.870000e+000	4.994817e+000
1.880000000000001e+000	5.000000e+000	1.880000e+000	4.992085e+000
1.890000000000002e+000	5.000000e+000	1.890000e+000	4.988635e+000
1.900000000000002e+000	5.000000e+000	1.900000e+000	4.984363e+000
1.910000000000002e+000	5.000000e+000	1.910000e+000	4.979125e+000
1.920000000000002e+000	5.000000e+000	1.920000e+000	4.972721e+000
1.930000000000002e+000	5.000000e+000	1.930000e+000	4.964852e+000
1.940000000000002e+000	5.000000e+000	1.940000e+000	4.955041e+000
1.950000000000002e+000	5.000000e+000	1.950000e+000	4.942446e+000
1.960000000000002e+000	5.000000e+000	1.960000e+000	4.925295e+000
1.970000000000002e+000	5.000000e+000	1.970000e+000	4.898397e+000
1.980000000000002e+000	5.000000e+000	1.980000e+000	1.176051e-001
1.990000000000002e+000	5.000000e+000	1.990000e+000	8.026927e-002
2.000000000000001e+000	5.000000e+000	2.000000e+000	6.038523e-002
2.010000000000001e+000	5.000000e+000	2.010000e+000	4.649983e-002
2.020000000000001e+000	5.000000e+000	2.020000e+000	3.593661e-002
2.030000000000001e+000	5.000000e+000	2.030000e+000	2.766348e-002
2.040000000000001e+000	5.000000e+000	2.040000e+000	2.101450e-002
2.050000000000000e+000	5.000000e+000	2.050000e+000	1.563229e-002
2.060000000000000e+000	5.000000e+000	2.060000e+000	1.128109e-002
2.070000000000000e+000	5.000000e+000	2.070000e+000	7.795590e-003
2.080000000000000e+000	5.000000e+000	2.080000e+000	5.055981e-003
2.089999999999999e+000	5.000000e+000	2.090000e+000	2.972941e-003
2.099999999999999e+000	5.000000e+000	2.100000e+000	1.478445e-003
2.109999999999999e+000	5.000000e+000	2.110000e+000	5.198974e-004
2.119999999999999e+000	5.000000e+000	2.120000e+000	5.623285e-005
2.129999999999999e+000	5.000000e+000	2.130000e+000	-2.459491e-007
2.139999999999998e+000	5.000000e+000	2.140000e+000	-4.321673e-009
2.149999999999998e+000	5.000000e+000	2.150000e+000	2.788039e-010
2.159999999999998e+000	5.000000e+000	2.160000e+000	2.714851e-010
2.169999999999998e+000	5.000000e+000	2.170000e+000	2.645082e-010
2.179999999999998e+000	5.000000e+000	2.180000e+000	2.579232e-010
2.189999999999997e+000	5.000000e+000	2.190000e+000	2.516981e-010
2.199999999999997e+000	5.000000e+000	2.200000e+000	2.458040e-010
2.209999999999997e+000	5.000000e+000	2.210000e+000	2.402154e-010
2.219999999999997e+000	5.000000e+000	2.220000e+000	2.349090e-010
2.229999999999996e+000	5.000000e+000	2.230000e+000	2.298641e-010
2.239999999999996e+000	5.000000e+000	2.240000e+000	2.250616e-010
2.249999999999996e+000	5.000000e+000	2.250000e+000	2.204847e-010
2.259999999999996e+000	5.000000e+000	2.260000e+000	2.161177e-010
2.269999999999996e+000	5.000000e+000	2.270000e+000	2.119465e-010
2.279999999999995e+000	5.000000e+000	2.280000e+000	2.079582e-010
2.289999999999995e+000	5.000000e+000	2.290000e+000	2.041412e-010
2.299999999999995e+000	5.000000e+000	2.300000e+000	2.004845e-010
2.309999999999995e+000	5.000000e+000	2.310000e+000	1.969783e-010
2.319999999999995e+000	5.000000e+000	2.320000e+000	1.936135e-010
2.329999999999994e+000	5.000000e+000	2.330000e+000	1.903816e-010
2.339999999999994e+000	5.000000e+000	2.340000e+000	1.872751e-010
2.349999999999994e+000	5.000000e+000	2.350000e+000	1.842866e-010
2.359999999999994e+000	5.000000e+000	2.360000e+000	1.814097e-010
2.369999999999993e+000	5.000000e+000	2.370000e+000	1.786382e-010
2.379999999999993e+000	5.000000e+000	2.380000e+000	1.759663e-010
2.389999999999993e+000	5.000000e+000	2.390000e+000	1.733889e-010
2.399999999999993e+000	5.000000e+000	2.400000e+000	1.709009e-010
2.409999999999993e+000	5.000000e+000	2.410000e+000	1.684979e-010
2.419999999999992e+000	5.000000e+000	2.420000e+000	1.661755e-010
2.429999999999992e+000	5.000000e+000	2.430000e+000	1.639297e-010
2.439999999999992e+000	5.000000e+000	2.440000e+000	1.617569e-010
2.449999999999992e+000	5.000000e+000	2.450000e+000	1.596535e-010
2.459999999999992e+000	5.000000e+000	2.460000e+000	1.576162e-010
2.469999999999991e+000	5.000000e+000	2.470000e+000	1.556420e-010
2.479999999999991e+000	5.000000e+000	2.480000e+000	1.537280e-010
2.489999999999991e+000	5.000000e+000	2.490000e+000	1.518715e-010
2.499999999999991e+000	5.000000e+000	2.500000e+000	1.500699e-010
2.509999999999991e+000	5.000000e+000	2.510000e+000	1.483208e-010
2.519999999999990e+000	5.000000e+000	2.520000e+000	1.466220e-010
2.529999999999990e+000	5.000000e+000	2.530000e+000	1.449713e-010
2.539999999999990e+000	5.000000e+000	2.540000e+000	1.433667e-010
2.549999999999990e+000	5.000000e+000	2.550000e+000	1.418063e-010
2.559999999999989e+000	5.000000e+000	2.560000e+000	1.402883e-010
2.569999999999989e+000	5.000000e+000	2.570000e+000	1.388110e-010
2.579999999999989e+000	5.000000e+000	2.580000e+000	1.373728e-010
2.589999999999989e+000	5.000000e+000	2.590000e+000	1.359722e-010
2.599999999999989e+000	5.000000e+000	2.600000e+000	1.346076e-010
2.609999999999988e+000	5.000000e+000	2.610000e+000	1.332778e-010
2.619999999999988e+000	5.000000e+000	2.620000e+000	1.319814e-010
2.629999999999988e+000	5.000000e+000	2.630000e+000	1.307171e-010
2.639999999999988e+000	5.000000e+000	2.640000e+000	1.294839e-010
2.649999999999988e+000	5.000000e+000	2.650000e+000	1.282805e-010
2.659999999999987e+000	5.000000e+000	2.660000e+000	1.271059e-010
2.669999999999987e+000	5.000000e+000	2.670000e+000	1.259590e-010
2.679999999999987e+000	5.000000e+000	2.680000e+000	1.248390e-010
2.689999999999987e+000	5.000000e+000	2.690000e+000	1.237448e-010
2.699999999999986e+000	5.000000e+000	2.700000e+000	1.226756e-010
2.709999999999986e+000	5.000000e+000	2.710000e+000	1.216305e-010
2.719999999999986e+000	5.000000e+000	2.720000e+000	1.206088e-010
2.729999999999986e+000	5.000000e+000	2.730000e+000	1.196096e-010
2.739999999999986e+000	5.000000e+000	2.740000e+000	1.186323e-010
2.749999999999985e+000	5.000000e+000	2.750000e+000	1.176760e-010
2.759999999999985e+000	5.000000e+000	2.760000e+000	1.167402e-010
2.769999999999985e+000	5.000000e+000	2.770000e+000	1.158241e-010
2.779999999999985e+000	5.000000e+000	2.780000e+000	1.149273e-010
2.789999999999985e+000	5.000000e+000	2.790000e+000	1.140490e-010
2.799999999999984e+000	5.000000e+000	2.800000e+000	1.131887e-010
2.809999999999984e+000	5.000000e+000	2.810000e+000	1.123458e-010
2.819999999999984e+000	5.000000e+000	2.820000e+000	1.115199e-010
2.829999999999984e+000	5.000000e+000	2.830000e+000	1.107104e-010
2.839999999999983e+000	5.000000e+000	2.840000e+000	1.099168e-010
2.849999999999983e+000	5.000000e+000	2.850000e+000	1.091387e-010
2.859999999999983e+000	5.000000e+000	2.860000e+000	1.083756e-010
2.869999999999983e+000	5.000000e+000	2.870000e+000	1.076271e-010
2.879999999999983e+000	5.000000e+000	2.880000e+000	1.068928e-010
2.889999999999982e+000	5.000000e+000	2.890000e+000	1.061722e-010
2.899999999999982e+000	5.000000e+000	2.900000e+000	1.054651e-010
2.909999999999982e+000	5.000000e+000	2.910000e+000	1.047710e-010
2.919999999999982e+000	5.000000e+000	2.920000e+000	1.040895e-010
2.929999999999982e+000	5.000000e+000	2.930000e+000	1.034204e-010
2.939999999999981e+000	5.000000e+000	2.940000e+000	1.027632e-010
2.949999999999981e+000	5.000000e+000	2.950000e+000	1.021177e-010
2.959999999999981e+000	5.000000e+000	2.960000e+000	1.014836e-010
2.969999999999981e+000	5.000000e+000	2.970000e+000	1.008606e-010
2.979999999999980e+000	5.000000e+000	2.980000e+000	1.002483e-010
2.989999999999980e+000	5.000000e+000	2.990000e+000	9.964657e-011
2.999999999999980e+000	5.000000e+000	3.000000e+000	9.905504e-011
3.009999999999980e+000	5.000000e+000	3.010000e+000	9.847349e-011
3.019999999999980e+000	5.000000e+000	3.020000e+000	9.790167e-011
3.029999999999979e+000	5.000000e+000	3.030000e+000	9.733932e-011
3.039999999999979e+000	5.000000e+000	3.040000e+000	9.678622e-011
3.049999999999979e+000	5.000000e+000	3.050000e+000	9.624215e-011
3.059999999999979e+000	5.000000e+000	3.060000e+000	9.570689e-011
3.069999999999979e+000	5.000000e+000	3.070000e+000	9.518021e-011
3.079999999999978e+000	5.000000e+000	3.080000e+000	9.466192e-011
3.089999999999978e+000	5.000000e+000	3.090000e+000	9.415182e-011
3.099999999999978e+000	5.000000e+000	3.100000e+000	9.364971e-011
3.109999999999978e+000	5.000000e+000	3.110000e+000	9.315541e-011
3.119999999999978e+000	5.000000e+000	3.120000e+000	9.266874e-011
3.129999999999977e+000	5.000000e+000	3.130000e+000	9.218953e-011
3.139999999999977e+000	5.000000e+000	3.140000e+000	9.171759e-011
3.149999999999977e+000	5.000000e+000	3.150000e+000	9.125278e-011
3.159999999999977e+000	5.000000e+000	3.160000e+000	9.079492e-011
3.169999999999976e+000	5.000000e+000	3.170000e+000	9.034386e-011
3.179999999999976e+000	5.000000e+000	3.180000e+000	8.989946e-011
3.189999999999976e+000	5.000000e+000	3.190000e+000	8.946157e-011
3.199999999999976e+000	5.000000e+000	3.200000e+000	8.903003e-011
3.209999999999976e+000	5.000000e+000	3.210000e+000	8.860473e-011
3.219999999999975e+000	5.000000e+000	3.220000e+000	8.818552e-011
3.229999999999975e+000	5.000000e+000	3.230000e+000	8.777228e-011
3.239999999999975e+000	5.000000e+000	3.240000e+000	8.736487e-011
3.249999999999975e+000	5.000000e+000	3.250000e+000	8.696317e-011
3.259999999999975e+000	5.000000e+000	3.260000e+000	8.656707e-011
3.269999999999974e+000	5.000000e+000	3.270000e+000	8.617645e-011
3.279999999999974e+000	5.000000e+000	3.280000e+000	8.579119e-011
3.289999999999974e+000	5.000000e+000	3.290000e+000	8.541119e-011
3.299999999999974e+000	5.000000e+000	3.300000e+000	8.503633e-011
3.309999999999973e+000	5.000000e+000	3.310000e+000	8.466653e-011
3.319999999999973e+000	5.000000e+000	3.320000e+000	8.430166e-011
3.329999999999973e+000	5.000000e+000	3.330000e+000	8.394165e-011
3.339999999999973e+000	5.000000e+000	3.340000e+000	8.358638e-011
3.349999999999973e+000	5.000000e+000	3.350000e+000	8.323577e-011
3.359999999999972e+000	5.000000e+000	3.360000e+000	8.288972e-011
3.369999999999972e+000	5.000000e+000	3.370000e+000	8.254815e-011
3.379999999999972e+000	5.000000e+000	3.380000e+000	8.221097e-011
3.389999999999972e+000	5.000000e+000	3.390000e+000	8.187810e-011
3.399999999999972e+000	5.000000e+000	3.400000e+000	8.154945e-011
3.409999999999971e+000	5.000000e+000	3.410000e+000	8.122494e-011
3.419999999999971e+000	5.000000e+000	3.420000e+000	8.090451e-011
3.429999999999971e+000	5.000000e+000	3.430000e+000	8.058806e-011
3.439999999999971e+000	5.000000e+000	3.440000e+000	8.027553e-011
3.449999999999970e+000	5.000000e+000	3.450000e+000	7.996684e-011
3.459999999999970e+000	5.000000e+000	3.460000e+000	7.966193e-011
3.469999999999970e+000	5.000000e+000	3.470000e+000	7.936072e-011
3.479999999999970e+000	5.000000e+000	3.480000e+000	7.906314e-011
3.489999999999970e+000	5.000000e+000	3.490000e+000	7.876915e-011
3.499999999999969e+000	5.000000e+000	3.500000e+000	7.847866e-011
3.509999999999969e+000	5.000000e+000	3.510000e+000	7.819161e-011
3.519999999999969e+000	5.000000e+000	3.520000e+000	7.790796e-011
3.529999999999969e+000	5.000000e+000	3.530000e+000	7.762762e-011
3.539999999999969e+000	5.000000e+000	3.540000e+000	7.735056e-011
3.549999999999968e+000	5.000000e+000	3.550000e+000	7.707670e-011
3.559999999999968e+000	5.000000e+000	3.560000e+000	7.680600e-011
3.569999999999968e+000	5.000000e+000	3.570000e+000	7.653840e-011
3.579999999999968e+000	5.000000e+000	3.580000e+000	7.627385e-011
3.589999999999967e+000	5.000000e+000	3.590000e+000	7.601229e-011
3.599999999999967e+000	5.000000e+000	3.600000e+000	7.575368e-011
3.609999999999967e+000	5.000000e+000	3.610000e+000	7.549796e-011
3.619999999999967e+000	5.000000e+000	3.620000e+000	7.524509e-011
3.629999999999967e+000	5.000000e+000	3.630000e+000	7.499503e-011
3.639999999999966e+000	5.000000e+000	3.640000e+000	7.474771e-011
3.649999999999966e+000	5.000000e+000	3.650000e+000	7.450311e-011
3.659999999999966e+000	5.000000e+000	3.660000e+000	7.426117e-011
3.669999999999966e+000	5.000000e+000	3.670000e+000	7.402186e-011
3.679999999999966e+000	5.000000e+000	3.680000e+000	7.378512e-011
3.689999999999965e+000	5.000000e+000	3.690000e+000	7.355092e-011
3.699999999999965e+000	5.000000e+000	3.700000e+000	7.331920e-011
3.709999999999965e+000	5.000000e+000	3.710000e+000	7.308996e-011
3.719999999999965e+000	5.000000e+000	3.720000e+000	7.286313e-011
3.729999999999965e+000	5.000000e+000	3.730000e+000	7.263868e-011
3.739999999999964e+000	5.000000e+000	3.740000e+000	7.241657e-011
3.749999999999964e+000	5.000000e+000	3.750000e+000	7.219677e-011
3.759999999999964e+000	5.000000e+000	3.760000e+000	7.197924e-011
3.769999999999964e+000	5.000000e+000	3.770000e+000	7.176395e-011
3.779999999999963e+000	5.000000e+000	3.780000e+000	7.155086e-011
3.789999999999963e+000	5.000000e+000	3.790000e+000	7.133993e-011
3.799999999999963e+000	5.000000e+000	3.800000e+000	7.113114e-011
3.809999999999963e+000	5.000000e+000	3.810000e+000	7.092445e-011
3.819999999999963e+000	5.000000e+000	3.820000e+000	7.071984e-011
3.829999999999962e+000	5.000000e+000	3.830000e+000	7.051726e-011
3.839999999999962e+000	5.000000e+000	3.840000e+000	7.031670e-011
3.849999999999962e+000	5.000000e+000	3.850000e+000	7.011811e-011
3.859999999999962e+000	5.000000e+000	3.860000e+000	6.992147e-011
3.869999999999962e+000	5.000000e+000	3.870000e+000	6.972676e-011
3.879999999999961e+000	5.000000e+000	3.880000e+000	6.953393e-011
3.889999999999961e+000	5.000000e+000	3.890000e+000	6.934298e-011
3.899999999999961e+000	5.000000e+000	3.900000e+000	6.915387e-011
3.909999999999961e+000	5.000000e+000	3.910000e+000	6.896657e-011
3.919999999999960e+000	5.000000e+000	3.920000e+000	6.878106e-011
3.929999999999960e+000	5.000000e+000	3.930000e+000	6.859731e-011
3.939999999999960e+000	5.000000e+000	3.940000e+000	6.841529e-011
3.949999999999960e+000	5.000000e+000	3.950000e+000	6.823499e-011
3.959999999999960e+000	5.000000e+000	3.960000e+000	6.805637e-011
3.969999999999959e+000	5.000000e+000	3.970000e+000	6.787942e-011
