v8	V(n002)	V(n006)	V(n011)
3.979999999999959e+000	5.000000e+000	3.980000e+000	6.770412e-011
3.989999999999959e+000	5.000000e+000	3.990000e+000	6.753043e-011
3.999999999999959e+000	5.000000e+000	4.000000e+000	6.735833e-011
4.009999999999959e+000	5.000000e+000	4.010000e+000	6.718782e-011
4.019999999999959e+000	5.000000e+000	4.020000e+000	6.701885e-011
4.029999999999959e+000	5.000000e+000	4.030000e+000	6.685142e-011
4.039999999999958e+000	5.000000e+000	4.040000e+000	6.668550e-011
4.049999999999958e+000	5.000000e+000	4.050000e+000	6.652107e-011
4.059999999999958e+000	5.000000e+000	4.060000e+000	6.635810e-011
4.069999999999958e+000	5.000000e+000	4.070000e+000	6.619659e-011
4.079999999999957e+000	5.000000e+000	4.080000e+000	6.603652e-011
4.089999999999957e+000	5.000000e+000	4.090000e+000	6.587785e-011
4.099999999999957e+000	5.000000e+000	4.100000e+000	6.572058e-011
4.109999999999957e+000	5.000000e+000	4.110000e+000	6.556469e-011
4.119999999999957e+000	5.000000e+000	4.120000e+000	6.541015e-011
4.129999999999956e+000	5.000000e+000	4.130000e+000	6.525695e-011
4.139999999999956e+000	5.000000e+000	4.140000e+000	6.510507e-011
4.149999999999956e+000	5.000000e+000	4.150000e+000	6.495451e-011
4.159999999999956e+000	5.000000e+000	4.160000e+000	6.480523e-011
4.169999999999956e+000	5.000000e+000	4.170000e+000	6.465722e-011
4.179999999999955e+000	5.000000e+000	4.180000e+000	6.451047e-011
4.189999999999955e+000	5.000000e+000	4.190000e+000	6.436496e-011
4.199999999999955e+000	5.000000e+000	4.200000e+000	6.422068e-011
4.209999999999955e+000	5.000000e+000	4.210000e+000	6.407760e-011
4.219999999999955e+000	5.000000e+000	4.220000e+000	6.393572e-011
4.229999999999954e+000	5.000000e+000	4.230000e+000	6.379502e-011
4.239999999999954e+000	5.000000e+000	4.240000e+000	6.365549e-011
4.249999999999954e+000	5.000000e+000	4.250000e+000	6.351710e-011
4.259999999999954e+000	5.000000e+000	4.260000e+000	6.337985e-011
4.269999999999953e+000	5.000000e+000	4.270000e+000	6.324372e-011
4.279999999999953e+000	5.000000e+000	4.280000e+000	6.310871e-011
4.289999999999953e+000	5.000000e+000	4.290000e+000	6.297478e-011
4.299999999999953e+000	5.000000e+000	4.300000e+000	6.284194e-011
4.309999999999953e+000	5.000000e+000	4.310000e+000	6.271016e-011
4.319999999999952e+000	5.000000e+000	4.320000e+000	6.257945e-011
4.329999999999952e+000	5.000000e+000	4.330000e+000	6.244977e-011
4.339999999999952e+000	5.000000e+000	4.340000e+000	6.232113e-011
4.349999999999952e+000	5.000000e+000	4.350000e+000	6.219350e-011
4.359999999999952e+000	5.000000e+000	4.360000e+000	6.206689e-011
4.369999999999951e+000	5.000000e+000	4.370000e+000	6.194126e-011
4.379999999999951e+000	5.000000e+000	4.380000e+000	6.181662e-011
4.389999999999951e+000	5.000000e+000	4.390000e+000	6.169295e-011
4.399999999999951e+000	5.000000e+000	4.400000e+000	6.157024e-011
4.409999999999950e+000	5.000000e+000	4.410000e+000	6.144848e-011
4.419999999999950e+000	5.000000e+000	4.420000e+000	6.132766e-011
4.429999999999950e+000	5.000000e+000	4.430000e+000	6.120776e-011
4.439999999999950e+000	5.000000e+000	4.440000e+000	6.108879e-011
4.449999999999950e+000	5.000000e+000	4.450000e+000	6.097071e-011
4.459999999999949e+000	5.000000e+000	4.460000e+000	6.085354e-011
4.469999999999949e+000	5.000000e+000	4.470000e+000	6.073724e-011
4.479999999999949e+000	5.000000e+000	4.480000e+000	6.062183e-011
4.489999999999949e+000	5.000000e+000	4.490000e+000	6.050728e-011
4.499999999999949e+000	5.000000e+000	4.500000e+000	6.039359e-011
4.509999999999948e+000	5.000000e+000	4.510000e+000	6.028074e-011
4.519999999999948e+000	5.000000e+000	4.520000e+000	6.016873e-011
4.529999999999948e+000	5.000000e+000	4.530000e+000	6.005755e-011
4.539999999999948e+000	5.000000e+000	4.540000e+000	5.994719e-011
4.549999999999947e+000	5.000000e+000	4.550000e+000	5.983763e-011
4.559999999999947e+000	5.000000e+000	4.560000e+000	5.972888e-011
4.569999999999947e+000	5.000000e+000	4.570000e+000	5.962092e-011
4.579999999999947e+000	5.000000e+000	4.580000e+000	5.951375e-011
4.589999999999947e+000	5.000000e+000	4.590000e+000	5.940734e-011
4.599999999999946e+000	5.000000e+000	4.600000e+000	5.930171e-011
4.609999999999946e+000	5.000000e+000	4.610000e+000	5.919683e-011
4.619999999999946e+000	5.000000e+000	4.620000e+000	5.909270e-011
4.629999999999946e+000	5.000000e+000	4.630000e+000	5.898932e-011
4.639999999999946e+000	5.000000e+000	4.640000e+000	5.888667e-011
4.649999999999945e+000	5.000000e+000	4.650000e+000	5.878475e-011
4.659999999999945e+000	5.000000e+000	4.660000e+000	5.868354e-011
4.669999999999945e+000	5.000000e+000	4.670000e+000	5.858305e-011
4.679999999999945e+000	5.000000e+000	4.680000e+000	5.848326e-011
4.689999999999944e+000	5.000000e+000	4.690000e+000	5.838417e-011
4.699999999999944e+000	5.000000e+000	4.700000e+000	5.828576e-011
4.709999999999944e+000	5.000000e+000	4.710000e+000	5.818804e-011
4.719999999999944e+000	5.000000e+000	4.720000e+000	5.809099e-011
4.729999999999944e+000	5.000000e+000	4.730000e+000	5.799461e-011
4.739999999999943e+000	5.000000e+000	4.740000e+000	5.789889e-011
4.749999999999943e+000	5.000000e+000	4.750000e+000	5.780382e-011
4.759999999999943e+000	5.000000e+000	4.760000e+000	5.770941e-011
4.769999999999943e+000	5.000000e+000	4.770000e+000	5.761563e-011
4.779999999999943e+000	5.000000e+000	4.780000e+000	5.752249e-011
4.789999999999942e+000	5.000000e+000	4.790000e+000	5.742998e-011
4.799999999999942e+000	5.000000e+000	4.800000e+000	5.733809e-011
4.809999999999942e+000	5.000000e+000	4.810000e+000	5.724681e-011
4.819999999999942e+000	5.000000e+000	4.820000e+000	5.715614e-011
4.829999999999942e+000	5.000000e+000	4.830000e+000	5.706608e-011
4.839999999999941e+000	5.000000e+000	4.840000e+000	5.697661e-011
4.849999999999941e+000	5.000000e+000	4.850000e+000	5.688774e-011
4.859999999999941e+000	5.000000e+000	4.860000e+000	5.679945e-011
4.869999999999941e+000	5.000000e+000	4.870000e+000	5.671174e-011
4.879999999999940e+000	5.000000e+000	4.880000e+000	5.662460e-011
4.889999999999940e+000	5.000000e+000	4.890000e+000	5.653803e-011
4.899999999999940e+000	5.000000e+000	4.900000e+000	5.645203e-011
4.909999999999940e+000	5.000000e+000	4.910000e+000	5.636658e-011
4.919999999999940e+000	5.000000e+000	4.920000e+000	5.628169e-011
4.929999999999939e+000	5.000000e+000	4.930000e+000	5.619734e-011
4.939999999999939e+000	5.000000e+000	4.940000e+000	5.611353e-011
4.949999999999939e+000	5.000000e+000	4.950000e+000	5.603026e-011
4.959999999999939e+000	5.000000e+000	4.960000e+000	5.594752e-011
4.969999999999939e+000	5.000000e+000	4.970000e+000	5.586531e-011
4.979999999999938e+000	5.000000e+000	4.980000e+000	5.578361e-011
4.989999999999938e+000	5.000000e+000	4.990000e+000	5.570244e-011
5.000000000000000e+000	5.000000e+000	5.000000e+000	5.562177e-011
