v6	V(n002)	V(n004)	V(n008)
1.880000000000001e+000	5.000000e+000	3.120000e+000	1.880000e+000
1.890000000000002e+000	5.000000e+000	3.110000e+000	1.890000e+000
1.900000000000002e+000	5.000000e+000	3.100000e+000	1.900000e+000
1.910000000000002e+000	5.000000e+000	3.090000e+000	1.910000e+000
1.920000000000002e+000	5.000000e+000	3.080000e+000	1.920000e+000
1.930000000000002e+000	5.000000e+000	3.070000e+000	1.930000e+000
1.940000000000002e+000	5.000000e+000	3.060000e+000	1.940000e+000
1.950000000000002e+000	5.000000e+000	3.050000e+000	1.950000e+000
1.960000000000002e+000	5.000000e+000	3.040000e+000	1.960000e+000
1.970000000000002e+000	5.000000e+000	3.030000e+000	1.970000e+000
1.980000000000002e+000	5.000000e+000	3.020000e+000	1.980000e+000
1.990000000000002e+000	5.000000e+000	3.010000e+000	1.990000e+000
2.000000000000001e+000	5.000000e+000	3.000000e+000	2.000000e+000
2.010000000000001e+000	5.000000e+000	2.990000e+000	2.010000e+000
2.020000000000001e+000	5.000000e+000	2.980000e+000	2.020000e+000
2.030000000000001e+000	5.000000e+000	2.970000e+000	2.030000e+000
2.040000000000001e+000	5.000000e+000	2.960000e+000	2.040000e+000
2.050000000000000e+000	5.000000e+000	2.950000e+000	2.050000e+000
2.060000000000000e+000	5.000000e+000	2.940000e+000	2.060000e+000
2.070000000000000e+000	5.000000e+000	2.930000e+000	2.070000e+000
2.080000000000000e+000	5.000000e+000	2.920000e+000	2.080000e+000
2.089999999999999e+000	5.000000e+000	2.910000e+000	2.090000e+000
2.099999999999999e+000	5.000000e+000	2.900000e+000	2.100000e+000
2.109999999999999e+000	5.000000e+000	2.890000e+000	2.110000e+000
2.119999999999999e+000	5.000000e+000	2.880000e+000	2.120000e+000
2.129999999999999e+000	5.000000e+000	2.870000e+000	2.130000e+000
2.139999999999998e+000	5.000000e+000	2.860000e+000	2.140000e+000
2.149999999999998e+000	5.000000e+000	2.850000e+000	2.150000e+000
2.159999999999998e+000	5.000000e+000	2.840000e+000	2.160000e+000
2.169999999999998e+000	5.000000e+000	2.830000e+000	2.170000e+000
2.179999999999998e+000	5.000000e+000	2.820000e+000	2.180000e+000
2.189999999999997e+000	5.000000e+000	2.810000e+000	2.190000e+000
2.199999999999997e+000	5.000000e+000	2.800000e+000	2.200000e+000
2.209999999999997e+000	5.000000e+000	2.790000e+000	2.210000e+000
2.219999999999997e+000	5.000000e+000	2.780000e+000	2.220000e+000
2.229999999999996e+000	5.000000e+000	2.770000e+000	2.230000e+000
2.239999999999996e+000	5.000000e+000	2.760000e+000	2.240000e+000
2.249999999999996e+000	5.000000e+000	2.750000e+000	2.250000e+000
2.259999999999996e+000	5.000000e+000	2.740000e+000	2.260000e+000
2.269999999999996e+000	5.000000e+000	2.730000e+000	2.270000e+000
2.279999999999995e+000	5.000000e+000	2.720000e+000	2.280000e+000
2.289999999999995e+000	5.000000e+000	2.710000e+000	2.290000e+000
2.299999999999995e+000	5.000000e+000	2.700000e+000	2.300000e+000
2.309999999999995e+000	5.000000e+000	2.690000e+000	2.310000e+000
2.319999999999995e+000	5.000000e+000	2.680000e+000	2.320000e+000
2.329999999999994e+000	5.000000e+000	2.670000e+000	2.330000e+000
2.339999999999994e+000	5.000000e+000	2.660000e+000	2.340000e+000
2.349999999999994e+000	5.000000e+000	2.650000e+000	2.350000e+000
2.359999999999994e+000	5.000000e+000	2.640000e+000	2.360000e+000
2.369999999999993e+000	5.000000e+000	2.630000e+000	2.370000e+000
2.379999999999993e+000	5.000000e+000	2.620000e+000	2.380000e+000
2.389999999999993e+000	5.000000e+000	2.610000e+000	2.390000e+000
2.399999999999993e+000	5.000000e+000	2.600000e+000	2.400000e+000
2.409999999999993e+000	5.000000e+000	2.590000e+000	2.410000e+000
2.419999999999992e+000	5.000000e+000	2.580000e+000	2.420000e+000
2.429999999999992e+000	5.000000e+000	2.570000e+000	2.430000e+000
2.439999999999992e+000	5.000000e+000	2.560000e+000	2.440000e+000
2.449999999999992e+000	5.000000e+000	2.550000e+000	2.450000e+000
2.459999999999992e+000	5.000000e+000	2.540000e+000	2.460000e+000
2.469999999999991e+000	5.000000e+000	2.530000e+000	2.470000e+000
2.479999999999991e+000	5.000000e+000	2.520000e+000	2.480000e+000
2.489999999999991e+000	5.000000e+000	2.510000e+000	2.490000e+000
2.499999999999991e+000	5.000000e+000	2.500000e+000	2.500000e+000
2.509999999999991e+000	5.000000e+000	2.490000e+000	2.510000e+000
2.519999999999990e+000	5.000000e+000	2.480000e+000	2.520000e+000
2.529999999999990e+000	5.000000e+000	2.470000e+000	2.530000e+000
2.539999999999990e+000	5.000000e+000	2.460000e+000	2.540000e+000
2.549999999999990e+000	5.000000e+000	2.450000e+000	2.550000e+000
2.559999999999989e+000	5.000000e+000	2.440000e+000	2.560000e+000
2.569999999999989e+000	5.000000e+000	2.430000e+000	2.570000e+000
2.579999999999989e+000	5.000000e+000	2.420000e+000	2.580000e+000
2.589999999999989e+000	5.000000e+000	2.410000e+000	2.590000e+000
2.599999999999989e+000	5.000000e+000	2.400000e+000	2.600000e+000
2.609999999999988e+000	5.000000e+000	2.390000e+000	2.610000e+000
2.619999999999988e+000	5.000000e+000	2.380000e+000	2.620000e+000
2.629999999999988e+000	5.000000e+000	2.370000e+000	2.630000e+000
2.639999999999988e+000	5.000000e+000	2.360000e+000	2.640000e+000
2.649999999999988e+000	5.000000e+000	2.350000e+000	2.650000e+000
2.659999999999987e+000	5.000000e+000	2.340000e+000	2.660000e+000
2.669999999999987e+000	5.000000e+000	2.330000e+000	2.670000e+000
2.679999999999987e+000	5.000000e+000	2.320000e+000	2.680000e+000
2.689999999999987e+000	5.000000e+000	2.310000e+000	2.690000e+000
2.699999999999986e+000	5.000000e+000	2.300000e+000	2.700000e+000
2.709999999999986e+000	5.000000e+000	2.290000e+000	2.710000e+000
2.719999999999986e+000	5.000000e+000	2.280000e+000	2.720000e+000
2.729999999999986e+000	5.000000e+000	2.270000e+000	2.730000e+000
2.739999999999986e+000	5.000000e+000	2.260000e+000	2.740000e+000
2.749999999999985e+000	5.000000e+000	2.250000e+000	2.750000e+000
2.759999999999985e+000	5.000000e+000	2.240000e+000	2.760000e+000
2.769999999999985e+000	5.000000e+000	2.230000e+000	2.770000e+000
2.779999999999985e+000	5.000000e+000	2.220000e+000	2.780000e+000
2.789999999999985e+000	5.000000e+000	2.210000e+000	2.790000e+000
2.799999999999984e+000	5.000000e+000	2.200000e+000	2.800000e+000
2.809999999999984e+000	5.000000e+000	2.190000e+000	2.810000e+000
2.819999999999984e+000	5.000000e+000	2.180000e+000	2.820000e+000
2.829999999999984e+000	5.000000e+000	2.170000e+000	2.830000e+000
2.839999999999983e+000	5.000000e+000	2.160000e+000	2.840000e+000
2.849999999999983e+000	5.000000e+000	2.150000e+000	2.850000e+000
2.859999999999983e+000	5.000000e+000	2.140000e+000	2.860000e+000
2.869999999999983e+000	5.000000e+000	2.130000e+000	2.870000e+000
2.879999999999983e+000	5.000000e+000	2.120000e+000	2.880000e+000
2.889999999999982e+000	5.000000e+000	2.110000e+000	2.890000e+000
2.899999999999982e+000	5.000000e+000	2.100000e+000	2.900000e+000
2.909999999999982e+000	5.000000e+000	2.090000e+000	2.910000e+000
2.919999999999982e+000	5.000000e+000	2.080000e+000	2.920000e+000
2.929999999999982e+000	5.000000e+000	2.070000e+000	2.930000e+000
2.939999999999981e+000	5.000000e+000	2.060000e+000	2.940000e+000
2.949999999999981e+000	5.000000e+000	2.050000e+000	2.950000e+000
2.959999999999981e+000	5.000000e+000	2.040000e+000	2.960000e+000
2.969999999999981e+000	5.000000e+000	2.030000e+000	2.970000e+000
2.979999999999980e+000	5.000000e+000	2.020000e+000	2.980000e+000
2.989999999999980e+000	5.000000e+000	2.010000e+000	2.990000e+000
2.999999999999980e+000	5.000000e+000	2.000000e+000	3.000000e+000
3.009999999999980e+000	5.000000e+000	1.990000e+000	3.010000e+000
3.019999999999980e+000	5.000000e+000	1.980000e+000	3.020000e+000
3.029999999999979e+000	5.000000e+000	1.970000e+000	3.030000e+000
3.039999999999979e+000	5.000000e+000	1.960000e+000	3.040000e+000
3.049999999999979e+000	5.000000e+000	1.950000e+000	3.050000e+000
3.059999999999979e+000	5.000000e+000	1.940000e+000	3.060000e+000
3.069999999999979e+000	5.000000e+000	1.930000e+000	3.070000e+000
3.079999999999978e+000	5.000000e+000	1.920000e+000	3.080000e+000
3.089999999999978e+000	5.000000e+000	1.910000e+000	3.090000e+000
3.099999999999978e+000	5.000000e+000	1.900000e+000	3.100000e+000
3.109999999999978e+000	5.000000e+000	1.890000e+000	3.110000e+000
3.119999999999978e+000	5.000000e+000	1.880000e+000	3.120000e+000
3.129999999999977e+000	5.000000e+000	1.870000e+000	3.130000e+000
3.139999999999977e+000	5.000000e+000	1.860000e+000	3.140000e+000
3.149999999999977e+000	5.000000e+000	1.850000e+000	3.150000e+000
3.159999999999977e+000	5.000000e+000	1.840000e+000	3.160000e+000
3.169999999999976e+000	5.000000e+000	1.830000e+000	3.170000e+000
3.179999999999976e+000	5.000000e+000	1.820000e+000	3.180000e+000
3.189999999999976e+000	5.000000e+000	1.810000e+000	3.190000e+000
3.199999999999976e+000	5.000000e+000	1.800000e+000	3.200000e+000
3.209999999999976e+000	5.000000e+000	1.790000e+000	3.210000e+000
3.219999999999975e+000	5.000000e+000	1.780000e+000	3.220000e+000
3.229999999999975e+000	5.000000e+000	1.770000e+000	3.230000e+000
3.239999999999975e+000	5.000000e+000	1.760000e+000	3.240000e+000
3.249999999999975e+000	5.000000e+000	1.750000e+000	3.250000e+000
3.259999999999975e+000	5.000000e+000	1.740000e+000	3.260000e+000
3.269999999999974e+000	5.000000e+000	1.730000e+000	3.270000e+000
3.279999999999974e+000	5.000000e+000	1.720000e+000	3.280000e+000
3.289999999999974e+000	5.000000e+000	1.710000e+000	3.290000e+000
3.299999999999974e+000	5.000000e+000	1.700000e+000	3.300000e+000
3.309999999999973e+000	5.000000e+000	1.690000e+000	3.310000e+000
3.319999999999973e+000	5.000000e+000	1.680000e+000	3.320000e+000
3.329999999999973e+000	5.000000e+000	1.670000e+000	3.330000e+000
3.339999999999973e+000	5.000000e+000	1.660087e+000	3.340000e+000
3.349999999999973e+000	5.000000e+000	1.650497e+000	3.350000e+000
3.359999999999972e+000	5.000000e+000	1.641225e+000	3.360000e+000
3.369999999999972e+000	5.000000e+000	1.632249e+000	3.370000e+000
3.379999999999972e+000	5.000000e+000	1.623551e+000	3.380000e+000
3.389999999999972e+000	5.000000e+000	1.615113e+000	3.390000e+000
3.399999999999972e+000	5.000000e+000	1.606920e+000	3.400000e+000
3.409999999999971e+000	5.000000e+000	1.598958e+000	3.410000e+000
3.419999999999971e+000	5.000000e+000	1.591214e+000	3.420000e+000
3.429999999999971e+000	5.000000e+000	1.583677e+000	3.430000e+000
3.439999999999971e+000	5.000000e+000	1.576337e+000	3.440000e+000
3.449999999999970e+000	5.000000e+000	1.569182e+000	3.450000e+000
3.459999999999970e+000	5.000000e+000	1.562204e+000	3.460000e+000
3.469999999999970e+000	5.000000e+000	1.555396e+000	3.470000e+000
3.479999999999970e+000	5.000000e+000	1.548748e+000	3.480000e+000
3.489999999999970e+000	5.000000e+000	1.542253e+000	3.490000e+000
3.499999999999969e+000	5.000000e+000	1.535906e+000	3.500000e+000
3.509999999999969e+000	5.000000e+000	1.529699e+000	3.510000e+000
3.519999999999969e+000	5.000000e+000	1.523627e+000	3.520000e+000
3.529999999999969e+000	5.000000e+000	1.517684e+000	3.530000e+000
3.539999999999969e+000	5.000000e+000	1.511865e+000	3.540000e+000
3.549999999999968e+000	5.000000e+000	1.506166e+000	3.550000e+000
3.559999999999968e+000	5.000000e+000	1.500581e+000	3.560000e+000
3.569999999999968e+000	5.000000e+000	1.495107e+000	3.570000e+000
3.579999999999968e+000	5.000000e+000	1.489739e+000	3.580000e+000
3.589999999999967e+000	5.000000e+000	1.484473e+000	3.590000e+000
3.599999999999967e+000	5.000000e+000	1.479306e+000	3.600000e+000
3.609999999999967e+000	5.000000e+000	1.474235e+000	3.610000e+000
3.619999999999967e+000	5.000000e+000	1.469256e+000	3.620000e+000
3.629999999999967e+000	5.000000e+000	1.464367e+000	3.630000e+000
3.639999999999966e+000	5.000000e+000	1.459563e+000	3.640000e+000
3.649999999999966e+000	5.000000e+000	1.454843e+000	3.650000e+000
3.659999999999966e+000	5.000000e+000	1.450204e+000	3.660000e+000
3.669999999999966e+000	5.000000e+000	1.445643e+000	3.670000e+000
3.679999999999966e+000	5.000000e+000	1.441159e+000	3.680000e+000
3.689999999999965e+000	5.000000e+000	1.436748e+000	3.690000e+000
3.699999999999965e+000	5.000000e+000	1.432408e+000	3.700000e+000
3.709999999999965e+000	5.000000e+000	1.428138e+000	3.710000e+000
3.719999999999965e+000	5.000000e+000	1.423935e+000	3.720000e+000
3.729999999999965e+000	5.000000e+000	1.419798e+000	3.730000e+000
3.739999999999964e+000	5.000000e+000	1.415724e+000	3.740000e+000
3.749999999999964e+000	5.000000e+000	1.411713e+000	3.750000e+000
3.759999999999964e+000	5.000000e+000	1.407761e+000	3.760000e+000
3.769999999999964e+000	5.000000e+000	1.403869e+000	3.770000e+000
3.779999999999963e+000	5.000000e+000	1.400033e+000	3.780000e+000
3.789999999999963e+000	5.000000e+000	1.396253e+000	3.790000e+000
3.799999999999963e+000	5.000000e+000	1.392528e+000	3.800000e+000
3.809999999999963e+000	5.000000e+000	1.388855e+000	3.810000e+000
3.819999999999963e+000	5.000000e+000	1.385234e+000	3.820000e+000
3.829999999999962e+000	5.000000e+000	1.381662e+000	3.830000e+000
3.839999999999962e+000	5.000000e+000	1.378140e+000	3.840000e+000
3.849999999999962e+000	5.000000e+000	1.374666e+000	3.850000e+000
3.859999999999962e+000	5.000000e+000	1.371239e+000	3.860000e+000
3.869999999999962e+000	5.000000e+000	1.367857e+000	3.870000e+000
3.879999999999961e+000	5.000000e+000	1.364520e+000	3.880000e+000
3.889999999999961e+000	5.000000e+000	1.361226e+000	3.890000e+000
3.899999999999961e+000	5.000000e+000	1.357975e+000	3.900000e+000
3.909999999999961e+000	5.000000e+000	1.354765e+000	3.910000e+000
3.919999999999960e+000	5.000000e+000	1.351596e+000	3.920000e+000
3.929999999999960e+000	5.000000e+000	1.348467e+000	3.930000e+000
3.939999999999960e+000	5.000000e+000	1.345377e+000	3.940000e+000
3.949999999999960e+000	5.000000e+000	1.342325e+000	3.950000e+000
3.959999999999960e+000	5.000000e+000	1.339310e+000	3.960000e+000
3.969999999999959e+000	5.000000e+000	1.336332e+000	3.970000e+000
